Description,Price,Rating,Review Count,Url
Men's Crestwood Waterproof Hiking Shoe,$79.95,4.5 out of 5 stars,588,https://www.amazon.com/Columbia-Crestwood-Waterproof-Hiking-Kettle/dp/B096N6KG6G/ref=sr_1_156?keywords=hiking+shoes&qid=1672289350&sr=8-156
Women's Minimalist Trail Running Barefoot Shoes | Wide Toe Box | Zero Drop,$41.99,4.4 out of 5 stars,"18,125",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A090110531O805VEPBHVL&qualifier=1672289353&id=5613685237282369&widgetName=sp_atf_next&url=%2FJOOMRA-Barefoot-Minimalist-Athletic-Trekking%2Fdp%2FB087N9M281%2Fref%3Dsr_1_145_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289353%26sr%3D8-145-spons%26psc%3D1
Women Leather Ankle Combat Boots Low Heel Lace Up Outdoor Trekking Hiking Work Boots,$69.99,4.7 out of 5 stars,19,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A0716624S84JHQET59UT&qualifier=1672289353&id=5613685237282369&widgetName=sp_atf_next&url=%2FJABASIC-Leather-Combat-Outdoor-Trekking%2Fdp%2FB0BHSZW2RH%2Fref%3Dsr_1_146_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289353%26sr%3D8-146-spons%26psc%3D1
Men Hiking Shoes Trail Running Sneakers Ourdoor Walking Trekking Cross Training,$34.99,4.0 out of 5 stars,512,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A0649124VKR6CQOSH8RP&qualifier=1672289353&id=5613685237282369&widgetName=sp_atf_next&url=%2FDannto-Hiking-Outdoor-Sneakers-Lightweight%2Fdp%2FB08MVHM9VF%2Fref%3Dsr_1_147_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289353%26sr%3D8-147-spons%26psc%3D1
Men's Terrex Swift R2 GTX¿,$74.99,4.5 out of 5 stars,"3,433",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A0311855GRO1VFR3ILWV&qualifier=1672289353&id=5613685237282369&widgetName=sp_atf_next&url=%2Fadidas-outdoor-Terrex-Swift-Black%2Fdp%2FB071KHC14F%2Fref%3Dsr_1_148_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289353%26sr%3D8-148-spons%26psc%3D1
Men's Core Alverstone Mid Hiking Boot,$83.97,4.5 out of 5 stars,833,https://www.amazon.com/Merrell-ALVERSTONE-Waterproof-Hiking-Stone/dp/B07FDBSDH9/ref=sr_1_149?keywords=hiking+shoes&qid=1672289353&sr=8-149
Men's Polano-Norwood Hiking Boot,$76.99,4.4 out of 5 stars,633,https://www.amazon.com/Skechers-POLANO-Norwood-Hiking-Medium/dp/B07B6KMJ5K/ref=sr_1_150?keywords=hiking+shoes&qid=1672289353&sr=8-150
Women's Cross Mid Gore-tex Hiking Boots,$199.95,4.6 out of 5 stars,439,https://www.amazon.com/Salomon-Gore-TEX-Hiking-Weather-Charlock/dp/B0869BXNM3/ref=sr_1_151?keywords=hiking+shoes&qid=1672289353&sr=8-151
Men's Crestwood Mid Waterproof Hiking Shoe,$89.77,4.5 out of 5 stars,"1,674",https://www.amazon.com/Columbia-Crestwood-Waterproof-Breathable-High-Traction/dp/B06VT6JJBN/ref=sr_1_152?keywords=hiking+shoes&qid=1672289353&sr=8-152
Men's Crestwood Waterproof Hiking Shoe,$79.95,4.5 out of 5 stars,588,https://www.amazon.com/Columbia-Crestwood-Waterproof-Hiking-Kettle/dp/B096N6KG6G/ref=sr_1_153?keywords=hiking+shoes&qid=1672289353&sr=8-153
Men's High Rise Hiking Boots,$59.42,4.3 out of 5 stars,567,https://www.amazon.com/Merrell-Mens-FORESTBOUND-Boot-MERRELL/dp/B07KMCH9PB/ref=sr_1_154?keywords=hiking+shoes&qid=1672289353&sr=8-154
Men's Targhee II WP Cascade Brown/Golden Yellow Hiking Boot - 12 2E US,$89.95,4.3 out of 5 stars,187,https://www.amazon.com/Targhee-Cascade-Golden-Yellow-Hiking/dp/B01AVVWBS6/ref=sr_1_155?keywords=hiking+shoes&qid=1672289353&sr=8-155
Women’s Redmond V2 Mid Waterproof Hiking Boot,$100.00,4.5 out of 5 stars,"1,321",https://www.amazon.com/Columbia-Redmond-Waterproof-Daredevil-Regular/dp/B07JWVWTXL/ref=sr_1_156?keywords=hiking+shoes&qid=1672289353&sr=8-156
"Paisley Waterproof Outdoor Sneakers for Women – Comfortable, Breathable Walking Shoes with Arch Support – Stain Resistant Sneakers with Slip Resistant Rubber Outsole",$149.95,4.5 out of 5 stars,"3,467",https://www.amazon.com/Dansko-Paisley-Waterproof-Outdoor-Sneaker/dp/B08QJQLCDR/ref=sr_1_158?keywords=hiking+shoes&qid=1672289353&sr=8-158
Women's X Ultra Mid 3 Aero W Hiking,$96.98,4.6 out of 5 stars,372,https://www.amazon.com/Salomon-Womens-Hiking-shadow-Bleached/dp/B07WJHTDK9/ref=sr_1_159?keywords=hiking+shoes&qid=1672289353&sr=8-159
Men's Go Walk Outdoor-Athletic Slip-on Trail Hiking Shoes with Air Cooled Memory Foam Sneaker,$72.02,4.5 out of 5 stars,520,https://www.amazon.com/Skechers-Gowalk-Outdoors-Performance-Athletic-Walking/dp/B08RLBC21P/ref=sr_1_160?keywords=hiking+shoes&qid=1672289353&sr=8-160
Men's Peak Seamles Hiker L Hiking Shoe,$81.08,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0687469HC5RB6PMESJN&qualifier=1672289353&id=5613685237282369&widgetName=sp_mtf&url=%2FBass-Outdoor-Seamles-Hiker-Hiking%2Fdp%2FB0BMTW8D8L%2Fref%3Dsr_1_161_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289353%26sr%3D8-161-spons%26psc%3D1
Men's Trek Ultralite Hiker Hiking Shoe,$88.89,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0659529240AO7B2FVJQJ&qualifier=1672289353&id=5613685237282369&widgetName=sp_mtf&url=%2FBass-Outdoor-Ultralite-Hiker-Hiking%2Fdp%2FB0BMT1LCNQ%2Fref%3Dsr_1_162_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289353%26sr%3D8-162-spons%26psc%3D1
Men's Hiking Shoes Waterproof Wide Toe Extre Grip & Durable Multi Purpose,$59.98,4.5 out of 5 stars,22,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A00429473B5777HVO61LP&qualifier=1672289353&id=5613685237282369&widgetName=sp_mtf&url=%2FGrand-Attack-Waterproof-Lightweight-Trekking%2Fdp%2FB0B7DTF9XH%2Fref%3Dsr_1_163_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289353%26sr%3D8-163-spons%26psc%3D1
Mens Womens Hiking Boots Winter Snow Boots Waterproof Outdoor Shoes…,$46.99,4.5 out of 5 stars,"2,259",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A04145401MVN8V7UPXX9J&qualifier=1672289353&id=5613685237282369&widgetName=sp_mtf&url=%2FEagsouni-Trekking-Insulated-Waterproof-Anti-Slip%2Fdp%2FB07Y7FS7WN%2Fref%3Dsr_1_164_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289353%26sr%3D8-164-spons%26psc%3D1
"Apex Lite Mid WP Waterproof Hiking Boots for Women, Lightweight Outdoor and Trail Shoes",$59.98,4.3 out of 5 stars,127,https://www.amazon.com/HI-TEC-Waterproof-Hiking-Lightweight-Outdoor/dp/B0B3FBH6X2/ref=sr_1_165?keywords=hiking+shoes&qid=1672289353&sr=8-165
Men's Ultra 111 Waterproof Hiking Shoes,$128.95,4.6 out of 5 stars,606,https://www.amazon.com/North-Face-Ultra-Taupe-Green/dp/B07VM9X11B/ref=sr_1_166?keywords=hiking+shoes&qid=1672289353&sr=8-166
Women's Redmond Iii Waterproof Hiking Shoe,$75.00,4.4 out of 5 stars,172,https://www.amazon.com/Columbia-Womens-Redmond-Waterproof-Titanium/dp/B08P5TYZCK/ref=sr_1_167?keywords=hiking+shoes&qid=1672289353&sr=8-167
Men's Bridger Low B-Dry Waterproof Hiking Shoe,$150.00,4.5 out of 5 stars,820,https://www.amazon.com/Oboz-Bridger-BDry-Hiking-Boot/dp/B00SVYD0NG/ref=sr_1_168?keywords=hiking+shoes&qid=1672289353&sr=8-168
Men's Moab 2 Mid Gtx Hiking Boot,$89.99,4.6 out of 5 stars,"6,855",https://www.amazon.com/Merrell-Mens-Moab-Hiking-Walnut/dp/B01HFJYVRG/ref=sr_1_169?keywords=hiking+shoes&qid=1672289353&sr=8-169
Men's Quest 4 GTX High Rise Hiking Boots,$228.90,4.7 out of 5 stars,612,https://www.amazon.com/Salomon-Quest-Hiking-Magnet-Quarry/dp/B08LGJTF7B/ref=sr_1_170?keywords=hiking+shoes&qid=1672289353&sr=8-170
Men's Circadia Low Height Comfortable Waterproof Hiking Shoes,$135.00,4.1 out of 5 stars,63,https://www.amazon.com/KEEN-Circadia-Comfortable-Waterproof-Shitake/dp/B09NN6VQDT/ref=sr_1_171?keywords=hiking+shoes&qid=1672289353&sr=8-171
Men's Moab Edge 2 Hiking Shoes,$79.98,4.4 out of 5 stars,"2,802",https://www.amazon.com/Merrell-Mens-Moab-Monument-Meshfashion-Sneakers/dp/B07NS3HFY1/ref=sr_1_172?keywords=hiking+shoes&qid=1672289353&sr=8-172
"Men’s Hiking Boots – Waterproof Suede Leather Hiking Boots for Men, Breathable, Comfortable & Lightweight Hiking Shoes",$99.97,4.6 out of 5 stars,"3,732",https://www.amazon.com/Foxelli-Mens-Hiking-Boots-Comfortable/dp/B089XZR9ZS/ref=sr_1_173?keywords=hiking+shoes&qid=1672289353&sr=8-173
"Men's Targhee II Hiking Shoe, Gargoyle/Midnight Navy - 8.5 D(M) US",$107.90,4.5 out of 5 stars,99,https://www.amazon.com/KEEN-Targhee-Hiking-Gargoyle-Midnight/dp/B005D4TZTK/ref=sr_1_174?keywords=hiking+shoes&qid=1672289353&sr=8-174
Men's Burnt Rock Travel Suede Hiking Shoe,$104.95,4.5 out of 5 stars,761,https://www.amazon.com/Merrell-Burnt-Travel-Hiking-Granite/dp/B078NH2PP8/ref=sr_1_175?keywords=hiking+shoes&qid=1672289353&sr=8-175
Women's Hiking Shoes Lightweight Non-Slip Climbing Trekking Sneakers for Woman Camping Backpacking Shoe Winter Hiker Shoes,$48.99,4.0 out of 5 stars,"2,661",https://www.amazon.com/Knixmax-Lightweight-Non-Slip-Climbing-Backpacking/dp/B089SWNLCT/ref=sr_1_176?keywords=hiking+shoes&qid=1672289353&sr=8-176
Men's Low Top Waterproof Hiking Shoes Trekking Trails Outdoor Work Shoes,$59.99,4.2 out of 5 stars,"4,835",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A10134422XB61M170D9SB&qualifier=1672289353&id=5613685237282369&widgetName=sp_mtf&url=%2FNORTIV-160448-low-Waterproof-Lightweight-Backpacking%2Fdp%2FB07L5GQPLY%2Fref%3Dsr_1_177_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289353%26sr%3D8-177-spons%26psc%3D1
Hiking Shoes for Men Water Resistant & Lightweight All Day Comfort Size 7.5-13,$44.99,4.4 out of 5 stars,176,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A02214393K85SPS08DOLL&qualifier=1672289353&id=5613685237282369&widgetName=sp_mtf&url=%2FCC-Los-Hiking-Resistant-Lightweight-Comfort%2Fdp%2FB0B24YHG2V%2Fref%3Dsr_1_178_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289353%26sr%3D8-178-spons%26psc%3D1
Hunting Boots for Mens Hiking Boots Camo Boots Waterproof Size 6.5-13 Military Tactical Boots Camouflage Work Boots for Men Durable Outdoor Desert Army Combat Boots Hunting Boots Inches 6,$59.99,4.3 out of 5 stars,144,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A10362871K2KQEFJP2WN8&qualifier=1672289353&id=5613685237282369&widgetName=sp_mtf&url=%2FWaterproof-Insulated-Blousers-Camouflage-Lightweight%2Fdp%2FB094VKQHDL%2Fref%3Dsr_1_179_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289353%26sr%3D8-179-spons%26psc%3D1
Lightweight Combat Boots Mens Tactical Military Boots Army Boots Inches 6-12 Durable Work Boots Jungle Boots Hiking Hunting Boots Mens Tactical Boots,$64.99,4.0 out of 5 stars,59,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A00880533L097BLCQZSU5&qualifier=1672289353&id=5613685237282369&widgetName=sp_mtf&url=%2FNon-slip-Trekking-Tactical-Lightweight-Breathable%2Fdp%2FB093L22WW1%2Fref%3Dsr_1_180_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289353%26sr%3D8-180-spons%26psc%3D1
Bridger Mid B-Dry Hiking Boot - Men's,$186.15,4.7 out of 5 stars,"1,112",https://www.amazon.com/Oboz-Mens-Bridger-Hiking-Sudan/dp/B00FJ2LH7E/ref=sr_1_181_mod_primary_new?keywords=hiking+shoes&qid=1672289353&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-181
Men's Wyldland Hiking Shoe,$49.99,4.0 out of 5 stars,13,https://www.amazon.com/Teva-Mens-Wyldland-Hiking-Black/dp/B09FD4BMHP/ref=sr_1_182?keywords=hiking+shoes&qid=1672289353&sr=8-182
"Men's, Midland Trail Running Shoe",$49.90,4.4 out of 5 stars,"2,000",https://www.amazon.com/Fila-Outdoor-Hiking-Running-Athletic/dp/B07TZJZNP2/ref=sr_1_183?keywords=hiking+shoes&qid=1672289353&sr=8-183
Women's X Ultra Pioneer Aero Hiking Shoes Trail Running,$82.46,4.3 out of 5 stars,255,https://www.amazon.com/Salomon-Womens-Pioneer-Running-Castor/dp/B094R3Y1TG/ref=sr_1_185?keywords=hiking+shoes&qid=1672289353&sr=8-185
Men's Winter Hiking Boots Waterproof Mid Calf Snow Booties Lightweight Outdoor Trekking Walking Boots Insulated Warm,$16.99,4.0 out of 5 stars,231,https://www.amazon.com/Knixmax-Lightweight-Non-Slip-Climbing-Backpacking/dp/B08QRWZ22T/ref=sr_1_186?keywords=hiking+shoes&qid=1672289353&sr=8-186
Men's Targhee 2 Soho Slip on Casual Leather Shoe,$135.00,4.3 out of 5 stars,188,https://www.amazon.com/KEEN-Targhee-Casual-Leather-Brown/dp/B093TQ6G79/ref=sr_1_188?keywords=hiking+shoes&qid=1672289353&sr=8-188
Men's 510 V5 Trail Running Shoe,$55.99,4.4 out of 5 stars,"5,660",https://www.amazon.com/New-Balance-Cushioning-Running-Castlerock/dp/B07V3TFBYJ/ref=sr_1_189?keywords=hiking+shoes&qid=1672289353&sr=8-189
Women's Core Alverstone Mid Hiking Shoe,$71.99,4.6 out of 5 stars,366,https://www.amazon.com/Merrell-Womens-ALVERSTONE-Waterproof-Charcoal/dp/B08D6HL4SS/ref=sr_1_192?keywords=hiking+shoes&qid=1672289353&sr=8-192
Women's Terrex Soulstride Trail Running Shoes,$53.84,4.5 out of 5 stars,74,https://www.amazon.com/adidas-Womens-Soulstride-Running-Crystal/dp/B093QQTZRM/ref=sr_1_193?keywords=hiking+shoes&qid=1672289353&sr=8-193
Women's Redmond V2 Waterproof Hiking Shoe,$59.86,4.5 out of 5 stars,"1,668",https://www.amazon.com/Columbia-Womens-Redmond-Waterproof-Regular/dp/B07JH35FY4/ref=sr_1_194?keywords=hiking+shoes&qid=1672289353&sr=8-194
Men's Spencer Hiking Boot,$72.69,4.3 out of 5 stars,"1,113",https://www.amazon.com/Wolverine-W05103-Spencer-Brown-Black/dp/B000IEXSLG/ref=sr_1_195?keywords=hiking+shoes&qid=1672289353&sr=8-195
Women's Speedcross 5 Trail Running Shoes,$130.00,4.7 out of 5 stars,"2,743",https://www.amazon.com/Salomon-Womens-Speedcross-Running-Phantom/dp/B07CZ3N66J/ref=sr_1_198?keywords=hiking+shoes&qid=1672289353&sr=8-198
Women's AL0A5483 Superior 5 Trail Running Shoe,$87.00,4.5 out of 5 stars,353,https://www.amazon.com/ALTRA-Womens-AL0A5483-Superior-Running/dp/B09KTVW9R8/ref=sr_1_199?keywords=hiking+shoes&qid=1672289353&sr=8-199
"Dynamo Rapid Mens Water Shoes(Water Sports, Beach, Outdoor Sneaker, Swimming, River, Hiking, & Kayaking Shoes) Hydro Sport Black and Charcoal Water Shoes",$37.50,4.3 out of 5 stars,168,https://www.amazon.com/Body-Glove-Kayaking-Swimming-Charcoal/dp/B08KQJ2Y6T/ref=sr_1_200?keywords=hiking+shoes&qid=1672289353&sr=8-200
Men's Tempo Flex Mid Height Lightweight Waterproof Hiking Boot,$99.95,4.0 out of 5 stars,316,https://www.amazon.com/KEEN-Height-Lightweight-Waterproof-Drizzle/dp/B08GSWVK81/ref=sr_1_202?keywords=hiking+shoes&qid=1672289353&sr=8-202
Women's Redmond Iii Mid Waterproof Walking Shoe Hiking,$82.39,4.5 out of 5 stars,401,https://www.amazon.com/Columbia-Womens-Trail-Walking-Khaki/dp/B08BC6Z5NQ/ref=sr_1_203?keywords=hiking+shoes&qid=1672289353&sr=8-203
Men's Juxt Multi-Sport Shoe,$93.90,4.6 out of 5 stars,"2,715",https://www.amazon.com/Vasque-Mens-Multisport-Sudan-Brown/dp/B002NPCTGS/ref=sr_1_204?keywords=hiking+shoes&qid=1672289353&sr=8-204
Women's Minimalist Trail Running Barefoot Shoes | Wide Toe Box | Zero Drop,$41.99,4.4 out of 5 stars,"18,125",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A0900949YA5UXKNV5NIM&qualifier=1672289356&id=5858184225161642&widgetName=sp_atf_next&url=%2FJOOMRA-Minimalist-Athletic-Trekking-Lightweight%2Fdp%2FB087N9X5Q5%2Fref%3Dsr_1_193_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289356%26sr%3D8-193-spons%26psc%3D1
Women Leather Ankle Combat Boots Low Heel Lace Up Outdoor Trekking Hiking Work Boots,$69.99,4.7 out of 5 stars,19,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A07154202VTPEBOLVLAIW&qualifier=1672289356&id=5858184225161642&widgetName=sp_atf_next&url=%2FJABASIC-Leather-Combat-Outdoor-Trekking%2Fdp%2FB0BHSZLS8T%2Fref%3Dsr_1_194_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289356%26sr%3D8-194-spons%26psc%3D1
Men Hiking Shoes Trail Running Sneakers Ourdoor Walking Trekking Cross Training,$29.99,4.0 out of 5 stars,512,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A065041615XQXENNNRSRU&qualifier=1672289356&id=5858184225161642&widgetName=sp_atf_next&url=%2FDannto-Hiking-Outdoor-Sneakers-Lightweight%2Fdp%2FB08MTVXNQ6%2Fref%3Dsr_1_195_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289356%26sr%3D8-195-spons%26psc%3D1
Men's Sneakers Trail Running Shoes Knitted Athletic,$35.99,4.4 out of 5 stars,49,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A035161327FNR31L6GIOX&qualifier=1672289356&id=5858184225161642&widgetName=sp_atf_next&url=%2FVodetik-Running-Knitted-Breathable-Athletic%2Fdp%2FB0B3HWWX8V%2Fref%3Dsr_1_196_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289356%26sr%3D8-196-spons%26psc%3D1
Men's Tempo Flex Mid Height Lightweight Waterproof Hiking Boot,$99.95,4.0 out of 5 stars,316,https://www.amazon.com/KEEN-Height-Lightweight-Waterproof-Drizzle/dp/B08GSWVK81/ref=sr_1_197?keywords=hiking+shoes&qid=1672289356&sr=8-197
Women's Redmond Iii Mid Waterproof Walking Shoe Hiking,$82.39,4.5 out of 5 stars,401,https://www.amazon.com/Columbia-Womens-Trail-Walking-Khaki/dp/B08BC6Z5NQ/ref=sr_1_199?keywords=hiking+shoes&qid=1672289356&sr=8-199
Men's Juxt Multi-Sport Shoe,$93.90,4.6 out of 5 stars,"2,715",https://www.amazon.com/Vasque-Mens-Multisport-Sudan-Brown/dp/B002NPCTGS/ref=sr_1_200?keywords=hiking+shoes&qid=1672289356&sr=8-200
Men's Steens Vent Low Height Breathable Hiking Shoe,$86.99,4.5 out of 5 stars,991,https://www.amazon.com/KEEN-Mens-Steens-Hiking-Brown/dp/B07TBSX7FP/ref=sr_1_201?keywords=hiking+shoes&qid=1672289356&sr=8-201
Women's Moab 2 Mid Gtx Hiking Boot,$98.99,4.6 out of 5 stars,"2,493",https://www.amazon.com/Merrell-Womens-Moab-Hiking-Sedona/dp/B01HFJWTXE/ref=sr_1_203?keywords=hiking+shoes&qid=1672289356&sr=8-203
Men's Nxis Evo Mid Height Waterproof Hiking Boots,$141.00,4.5 out of 5 stars,201,https://www.amazon.com/KEEN-EVO-Mid-Height-Waterproof-Fast-Packing-Hiking/dp/B097CQHDCM/ref=sr_1_204?keywords=hiking+shoes&qid=1672289356&sr=8-204
Women's Moab 2 Waterproof,$80.99,4.5 out of 5 stars,253,https://www.amazon.com/Merrell-Womens-Moab-Waterproof-Hiking/dp/B01MUEP8BT/ref=sr_1_205?keywords=hiking+shoes&qid=1672289356&sr=8-205
Men's High Rise Hiking Classic Boots,$79.63,4.4 out of 5 stars,"1,215",https://www.amazon.com/Skechers-RELMENT-TRAVEN-Waterproof-Hiker-Hiking/dp/B07NVCG98T/ref=sr_1_208?keywords=hiking+shoes&qid=1672289356&sr=8-208
Men's Peak Seamles Hiker L Hiking Shoe,$81.08,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A068736918J0MKPXKTKDP&qualifier=1672289356&id=5858184225161642&widgetName=sp_mtf&url=%2FBass-Outdoor-Seamles-Hiker-Hiking%2Fdp%2FB0BMTMHXYT%2Fref%3Dsr_1_209_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289356%26sr%3D8-209-spons%26psc%3D1
Men's Hiking Shoes Waterproof Wide Toe Extre Grip & Durable Multi Purpose,$59.98,4.5 out of 5 stars,22,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A00415632OUIAJ5G8A64T&qualifier=1672289356&id=5858184225161642&widgetName=sp_mtf&url=%2FGrand-Attack-Waterproof-Lightweight-Trekking%2Fdp%2FB0BFXFQ8FG%2Fref%3Dsr_1_210_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289356%26sr%3D8-210-spons%26psc%3D1
Men's Waterproof Hiking Shoes Suede Leather Low Top Lightweight Breathable Non-Slip Hiking Shoes for Men Outdoor Trekking Camping Trail,$59.99,4.1 out of 5 stars,134,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A07322362RDDR9Q5BF3AY&qualifier=1672289356&id=5858184225161642&widgetName=sp_mtf&url=%2FSILENTCARE-Waterproof-Lightweight-Breathable-Gray-Orange%2Fdp%2FB0B2QL6H41%2Fref%3Dsr_1_211_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289356%26sr%3D8-211-spons%26psc%3D1
Men's Terrex Swift R2 GTX¿,$128.59,4.5 out of 5 stars,"3,433",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A049297913I1PTV3VCOU7&qualifier=1672289356&id=5858184225161642&widgetName=sp_mtf&url=%2Fadidas-outdoor-Terrex-Swift-R2%2Fdp%2FB077GMY7VK%2Fref%3Dsr_1_212_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289356%26sr%3D8-212-spons%26psc%3D1
Women's Alverstone Waterproof Hiking Shoe,$107.80,4.4 out of 5 stars,649,https://www.amazon.com/Merrell-Womens-ALVERSTONE-Waterproof-Hiking/dp/B082Y491C7/ref=sr_1_213?keywords=hiking+shoes&qid=1672289356&sr=8-213
"Men's Targhee II Hiking Shoe, Cascade Brown/Golden Yellow - 11 D(M) US",$79.95,4.6 out of 5 stars,205,https://www.amazon.com/KEEN-Targhee-Hiking-Cascade-Golden/dp/B008J5G908/ref=sr_1_214?keywords=hiking+shoes&qid=1672289356&sr=8-214
Sawtooth X Low Hiking Shoe - Women's,$125.00,4.0 out of 5 stars,40,https://www.amazon.com/Oboz-Sawtooth-Low-Hiking-Shoe/dp/B09PL77SWC/ref=sr_1_215?keywords=hiking+shoes&qid=1672289356&sr=8-215
Men's Terrex Two Flow Trail Running Shoe,$60.23,4.6 out of 5 stars,299,https://www.amazon.com/adidas-Terrex-Running-Crystal-Yellow/dp/B08JMC37NK/ref=sr_1_216?keywords=hiking+shoes&qid=1672289356&sr=8-216
Women's Roseburg Low Waterproof Hiking Shoes,$29.99,4.4 out of 5 stars,74,https://www.amazon.com/Eddie-Bauer-Roseburg-Resistant-Lightweight/dp/B09CLNX1DQ/ref=sr_1_217?keywords=hiking+shoes&qid=1672289356&sr=8-217
"Women's Newton Ridge Plus Waterproof Amped, Elk/Mountain Red, 7",$89.47,4.8 out of 5 stars,817,https://www.amazon.com/Columbia-Womens-Newton-Mountain-Regular/dp/B01HEH2ZA4/ref=sr_1_218?keywords=hiking+shoes&qid=1672289356&sr=8-218
"Women's Newton Ridge Plus Waterproof Amped, Shark/River Blue, 8",$82.50,4.7 out of 5 stars,102,https://www.amazon.com/Columbia-Womens-Newton-Waterproof-Hiking/dp/B08MQQL9XY/ref=sr_1_219?keywords=hiking+shoes&qid=1672289356&sr=8-219
Women's Terrex Swift R3 Hiking Shoe,$80.95,4.1 out of 5 stars,27,https://www.amazon.com/adidas-Terrex-Swift-Hiking-Womens/dp/B09NCJ34LG/ref=sr_1_220?keywords=hiking+shoes&qid=1672289356&sr=8-220
Men's Plateau Hiking Shoe,$69.79,4.4 out of 5 stars,63,https://www.amazon.com/Columbia-Plateau-Hiking-Olive-Kettle/dp/B096H8KP1F/ref=sr_1_221?keywords=hiking+shoes&qid=1672289356&sr=8-221
Men's Truckee Hiking Shoe,$98.95,4.5 out of 5 stars,118,https://www.amazon.com/North-Face-Truckee-Black-Asphalt/dp/B09KT6WT36/ref=sr_1_222?keywords=hiking+shoes&qid=1672289356&sr=8-222
Free Hiker Primeblue Hiking Shoes Men's,$99.96,4.6 out of 5 stars,582,https://www.amazon.com/adidas-Terrex-Hiker-Primeblue-Black/dp/B093MH81F3/ref=sr_1_223?keywords=hiking+shoes&qid=1672289356&sr=8-223
